Word	POS	Entity_Value_Time	Event	Modality	Tense	Polarity	ID_Event	Argument
ایران		(I_Organization, EN_26_24488_12)	O	O	O	O	O	(I_Participant,EV_26_30101_232,EN_26_24488_12)(I_Participant,EV_26_30096_255,EN_26_24488_12)
در		O	O	O	O	O	O	
نمایشگاه		O	(B_Ceremony, EV_26_30096_255)	Asserted	Now	Positive	EV_26_30096_255	
دنیای		O	(I_Ceremony, EV_26_30096_255)	O	O	O	EV_26_30096_255	
اسباب‌بازی		O	(I_Ceremony, EV_26_30096_255)	O	O	O	EV_26_30096_255	
و		O	(I_Ceremony, EV_26_30096_255)	O	O	O	EV_26_30096_255	
سرگرمی		O	(I_Ceremony, EV_26_30096_255)	O	O	O	EV_26_30096_255	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3886">	begin	O	O	O	O	O	O	O
حمایت		O	(B_Aid, EV_26_5672_226)	Asserted	Past	Positive	EV_26_5672_226	
دومین		O	O	O	O	O	O	
دموکرات		(B_Organization, EN_26_24522_12)	O	O	O	O	O	(B_Source,EV_26_5672_226,EN_26_24522_12)
از		O	O	O	O	O	O	
حوزه		O	O	O	O	O	O	
پیروزی		O	O	O	O	O	O	
ترامپ		(B_Person, EN_26_24523_15)	O	O	O	O	O	(B_Target,EV_26_5672_226,EN_26_24523_15)
در		O	O	O	O	O	O	
سال		(B_Time, EN_26_24524_18)	O	O	O	O	O	(B_Time,EV_26_5672_226,EN_26_24524_18)
2016		(I_Time, EN_26_24524_18)	O	O	O	O	O	(I_Time,EV_26_5672_226,EN_26_24524_18)
از		O	O	O	O	O	O	
استیضاح		O	O	O	O	O	O	
او		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3888">	begin	O	O	O	O	O	O	O
حمل		O	O	O	O	O	O	
و		O	O	O	O	O	O	
استفاده		O	O	O	O	O	O	
از		O	O	O	O	O	O	
مک‌بوک		(B_Facility, EN_26_24526_17)	O	O	O	O	O	(B_Target,EV_26_5673_932,EN_26_24526_17)
در		O	O	O	O	O	O	
پروازهای		O	O	O	O	O	O	
ده‌ها		(B_Numeric, EN_26_105839_19)	O	O	O	O	O	
شرکت		(B_Organization, EN_26_105840_12)	O	O	O	O	O	
معتبر		(I_Organization, EN_26_105840_12)	O	O	O	O	O	
بین‌المللی		(I_Organization, EN_26_105840_12)	O	O	O	O	O	
ممنوع		O	(B_Ban, EV_26_5673_932)	Asserted	Past	Positive	EV_26_5673_932	
شد		O	(I_Ban, EV_26_5673_932)	O	O	O	EV_26_5673_932	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3893">	begin	O	O	O	O	O	O	O
خسارت		O	(B_Destruction, EV_26_5675_169)	Asserted	Past	Positive	EV_26_5675_169	
میلیاردی		O	O	O	O	O	O	
طوفان		O	(B_Storm, EV_26_5676_151)	Asserted	Past	Positive	EV_26_5676_151	
حاره‌ای		O	O	O	O	O	O	
کیار		O	O	O	O	O	O	
به		O	O	O	O	O	O	
سه		(B_Facility, EN_26_25629_17)	O	O	O	O	O	(B_Target,EV_26_5675_169,EN_26_25629_17)
موج‌شکن		(I_Facility, EN_26_25629_17)	O	O	O	O	O	(I_Target,EV_26_5675_169,EN_26_25629_17)
در		O	O	O	O	O	O	
جنوب		(B_Location, EN_26_24527_14)	O	O	O	O	O	(B_Place,EV_26_5675_169,EN_26_24527_14)
سیستان		(I_Location, EN_26_24527_14)	O	O	O	O	O	(I_Place,EV_26_5675_169,EN_26_24527_14)
و		(I_Location, EN_26_24527_14)	O	O	O	O	O	(I_Place,EV_26_5675_169,EN_26_24527_14)
بلوچستان		(I_Location, EN_26_24527_14)	O	O	O	O	O	(I_Place,EV_26_5675_169,EN_26_24527_14)
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3894">	begin	O	O	O	O	O	O	O
دادستان		(B_Person, EN_26_24539_15)	O	O	O	O	O	
کل		(I_Person, EN_26_24539_15)	O	O	O	O	O	
کشور		(I_Person, EN_26_24539_15)	O	O	O	O	O	
:		O	O	O	O	O	O	
روز		(B_Time, EN_26_24542_18)	O	O	O	O	O	(B_Time,EV_26_5679_210,EN_26_24542_18)
گذشته		(I_Time, EN_26_24542_18)	O	O	O	O	O	(I_Time,EV_26_5679_210,EN_26_24542_18)
5		(B_Numeric, EN_26_24547_19)	O	O	O	O	O	(B_Number of Targets,EV_26_5679_210,EN_26_24547_19)
قاضی		(B_Person, EN_26_24548_15)	O	O	O	O	O	(B_Target,EV_26_5679_210,EN_26_24548_15)
فاسد		(I_Person, EN_26_24548_15)	O	O	O	O	O	(I_Target,EV_26_5679_210,EN_26_24548_15)
اخراج		O	(B_End Position, EV_26_5679_210)	Asserted	Past	Positive	EV_26_5679_210	
شدند		O	(I_End Position, EV_26_5679_210)	O	O	O	EV_26_5679_210	
-		O	O	O	O	O	O	
خط		O	O	O	O	O	O	
اعتدال		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3895">	begin	O	O	O	O	O	O	O
دادستان		(B_Person, EN_26_24550_15)	O	O	O	O	O	(B_Target,EV_26_30021_932,EN_26_24550_15)
کل		(I_Person, EN_26_24550_15)	O	O	O	O	O	(I_Target,EV_26_30021_932,EN_26_24550_15)
کشور		(I_Person, EN_26_24550_15)	O	O	O	O	O	(I_Target,EV_26_30021_932,EN_26_24550_15)
:		O	O	O	O	O	O	
هیچ		O	O	O	O	O	O	
واحد		(B_Organization, EN_26_105672_12)	O	O	O	O	O	
تولیدی		(I_Organization, EN_26_105672_12)	O	O	O	O	O	
نباید		O	O	O	O	O	O	
به		O	O	O	O	O	O	
خاطر		O	O	O	O	O	O	
مشکلات		O	O	O	O	O	O	
قضایی		O	O	O	O	O	O	
تعطیل		O	(B_Ban, EV_26_30021_932)	Asserted	Now	Positive	EV_26_30021_932	
شود		O	(I_Ban, EV_26_30021_932)	O	O	O	EV_26_30021_932	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3896">	begin	O	O	O	O	O	O	O
دادستانی		(B_Person, EN_26_24553_15)	O	O	O	O	O	
تهران		(I_Person, EN_26_24553_15)	O	O	O	O	O	
:		O	O	O	O	O	O	
دادگاه		O	(B_Trial, EV_26_5681_188)	Asserted	Future	Positive	EV_26_5681_188	
هفت		(B_Person, EN_26_24565_15)	O	O	O	O	O	(B_Target,EV_26_5681_188,EN_26_24565_15)
نفر		(I_Person, EN_26_24565_15)	O	O	O	O	O	(I_Target,EV_26_5681_188,EN_26_24565_15)
از		(I_Person, EN_26_24565_15)	O	O	O	O	O	(I_Target,EV_26_5681_188,EN_26_24565_15)
متهمان		(I_Person, EN_26_24565_15)	O	O	O	O	O	(I_Target,EV_26_5681_188,EN_26_24565_15)
پرونده		(I_Person, EN_26_24565_15)	O	O	O	O	O	(I_Target,EV_26_5681_188,EN_26_24565_15)
«		(I_Person, EN_26_24565_15)	O	O	O	O	O	(I_Target,EV_26_5681_188,EN_26_24565_15)
هتاکان		(I_Person, EN_26_24565_15)	O	O	O	O	O	(I_Target,EV_26_5681_188,EN_26_24565_15)
»		(I_Person, EN_26_24565_15)	O	O	O	O	O	(I_Target,EV_26_5681_188,EN_26_24565_15)
از		O	O	O	O	O	O	
یکشنبه		(B_Time, EN_26_24560_18)	O	O	O	O	O	(B_Time,EV_26_5681_188,EN_26_24560_18)
آغاز		O	O	O	O	O	O	
می‌شود		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3897">	begin	O	O	O	O	O	O	O
دادگاه		O	(B_Trial, EV_26_5682_188)	Asserted	Past	Positive	EV_26_5682_188	
معاون		(B_Person, EN_26_24573_15)	O	O	O	O	O	(B_Target,EV_26_5683_183,EN_26_24573_15)(B_Target,EV_26_5682_188,EN_26_24573_15)
و		O	O	O	O	O	O	
مدیران		(B_Person, EN_26_24574_15)	O	O	O	O	O	(B_Target,EV_26_5683_183,EN_26_24574_15)(B_Target,EV_26_5682_188,EN_26_24574_15)
سابق		(I_Person, EN_26_24574_15)	O	O	O	O	O	(I_Target,EV_26_5683_183,EN_26_24574_15)(I_Target,EV_26_5682_188,EN_26_24574_15)
بانک		(I_Person, EN_26_24574_15)	O	O	O	O	O	(I_Target,EV_26_5683_183,EN_26_24574_15)(I_Target,EV_26_5682_188,EN_26_24574_15)
مرکزی		(I_Person, EN_26_24574_15)	O	O	O	O	O	(I_Target,EV_26_5683_183,EN_26_24574_15)(I_Target,EV_26_5682_188,EN_26_24574_15)
به		O	O	O	O	O	O	
اتهام		O	(B_Complaint, EV_26_5683_183)	Asserted	Past	Positive	EV_26_5683_183	
اخلال		O	O	O	O	O	O	
ارزی		O	O	O	O	O	O	
برگزار		O	O	O	O	O	O	
شد		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3898">	begin	O	O	O	O	O	O	O
دانشجوی		(B_Person, EN_26_24579_15)	O	O	O	O	O	(B_Participant,EV_26_5684_232,EN_26_24579_15)
پیرو		(I_Person, EN_26_24579_15)	O	O	O	O	O	(I_Participant,EV_26_5684_232,EN_26_24579_15)
خط		(I_Person, EN_26_24579_15)	O	O	O	O	O	(I_Participant,EV_26_5684_232,EN_26_24579_15)
امام		(I_Person, EN_26_24579_15)	O	O	O	O	O	(I_Participant,EV_26_5684_232,EN_26_24579_15)
در		O	O	O	O	O	O	
گفتگو		O	(B_Meeting, EV_26_5684_232)	Asserted	Past	Positive	EV_26_5684_232	
با		O	O	O	O	O	O	
شیرازه		(B_Organization, EN_26_24586_12)	O	O	O	O	O	(B_Participant,EV_26_5684_232,EN_26_24586_12)
:		(I_Organization, EN_26_24586_12)	O	O	O	O	O	(I_Participant,EV_26_5684_232,EN_26_24586_12)
سازمان‌های		(B_Organization, EN_26_24583_12)	O	O	O	O	O	
بین‌المللی		(I_Organization, EN_26_24583_12)	O	O	O	O	O	
ساخته		O	O	O	O	O	O	
دست		O	O	O	O	O	O	
آمریکاست		(B_Geo-Political Entity, EN_26_24585_13)	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3899">	begin	O	O	O	O	O	O	O
دانلود		O	O	O	O	O	O	
فیلم		(B_Facility, EN_26_24588_17)	O	O	O	O	O	
تیم		(I_Facility, EN_26_24588_17)	O	O	O	O	O	
کشتار		(I_Facility, EN_26_24588_17)	O	O	O	O	O	
(		(I_Facility, EN_26_24588_17)	O	O	O	O	O	
The		(I_Facility, EN_26_24588_17)	O	O	O	O	O	
Kill		(I_Facility, EN_26_24588_17)	O	O	O	O	O	
Team		(I_Facility, EN_26_24588_17)	O	O	O	O	O	
2019		(I_Facility, EN_26_24588_17)	O	O	O	O	O	
)		(I_Facility, EN_26_24588_17)	O	O	O	O	O	
لینک		O	O	O	O	O	O	
در		O	O	O	O	O	O	
توضیحات		O	O	O	O	O	O	
+		O	O	O	O	O	O	
زیرنویس		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3900">	begin	O	O	O	O	O	O	O
دبیر		(B_Person, EN_26_24597_15)	O	O	O	O	O	
انجمن		(I_Person, EN_26_24597_15)	O	O	O	O	O	
برنج		(I_Person, EN_26_24597_15)	O	O	O	O	O	
:		(I_Person, EN_26_24597_15)	O	O	O	O	O	
افزایش		O	(B_Price Rise, EV_26_5685_217)	Asserted	Now	Positive	EV_26_5685_217	
قیمت		O	(I_Price Rise, EV_26_5685_217)	O	O	O	EV_26_5685_217	
برنج		(B_Facility, EN_26_24601_17)	O	O	O	O	O	(B_Participant,EV_26_5685_217,EN_26_24601_17)
توسط		O	O	O	O	O	O	
عده‌ای		(B_Person, EN_26_24602_15)	O	O	O	O	O	(B_Participant,EV_26_5685_217,EN_26_24602_15)
محتکر		(I_Person, EN_26_24602_15)	O	O	O	O	O	(I_Participant,EV_26_5685_217,EN_26_24602_15)
و		(I_Person, EN_26_24602_15)	O	O	O	O	O	(I_Participant,EV_26_5685_217,EN_26_24602_15)
سودجو		(I_Person, EN_26_24602_15)	O	O	O	O	O	(I_Participant,EV_26_5685_217,EN_26_24602_15)
انجام		O	O	O	O	O	O	
می‌شود		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3901">	begin	O	O	O	O	O	O	O
دبیر		(B_Person, EN_26_24606_15)	O	O	O	O	O	
ستاد		(I_Person, EN_26_24606_15)	O	O	O	O	O	
حقوق		(I_Person, EN_26_24606_15)	O	O	O	O	O	
بشر		(I_Person, EN_26_24606_15)	O	O	O	O	O	
:		O	O	O	O	O	O	
حقوق		O	O	O	O	O	O	
بشر		O	O	O	O	O	O	
غربی		O	O	O	O	O	O	
تروریست		(B_Organization, EN_26_24610_12)	O	O	O	O	O	
را		O	O	O	O	O	O	
فعال		O	O	O	O	O	O	
حقوق		O	O	O	O	O	O	
بشر		O	O	O	O	O	O	
جامی‌زند		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3902">	begin	O	O	O	O	O	O	O
در		O	O	O	O	O	O	
ابلاغیه		O	O	O	O	O	O	
دادستان		(B_Person, EN_26_24611_15)	O	O	O	O	O	
کل		(I_Person, EN_26_24611_15)	O	O	O	O	O	
کشور		(I_Person, EN_26_24611_15)	O	O	O	O	O	
مطرح		O	O	O	O	O	O	
شد		O	O	O	O	O	O	
ممنوعیت		O	(B_Ban, EV_26_5687_932)	Asserted	Now	Positive	EV_26_5687_932	
واگذاری		O	O	O	O	O	O	
کارت		(B_Facility, EN_26_24614_17)	O	O	O	O	O	(B_Target,EV_26_5687_932,EN_26_24614_17)
بازرگانی		(I_Facility, EN_26_24614_17)	O	O	O	O	O	(I_Target,EV_26_5687_932,EN_26_24614_17)
به		O	O	O	O	O	O	
غیر		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3903">	begin	O	O	O	O	O	O	O
در		O	O	O	O	O	O	
اعتراض		O	(B_Protest, EV_26_5899_270)	Asserted	Past	Negative	EV_26_5899_270	
به		O	O	O	O	O	O	
شکنجه		O	(B_Torture, EV_26_5897_173)	Asserted	Past	Positive	EV_26_5897_173	
اسیر		(B_Person, EN_26_25587_15)	O	O	O	O	O	(B_Target,EV_26_5897_173,EN_26_25587_15)
فلسطینی		(I_Person, EN_26_25587_15)	O	O	O	O	O	(I_Target,EV_26_5897_173,EN_26_25587_15)
درگیری		O	(B_Conflict, EV_26_5898_247)	Asserted	Past	Positive	EV_26_5898_247	
فلسطینیان		(B_Person, EN_26_25589_15)	O	O	O	O	O	(B_Source,EV_26_5898_247,EN_26_25589_15)
با		O	O	O	O	O	O	
نظامیان		(B_Person, EN_26_25590_15)	O	O	O	O	O	(B_Source,EV_26_5898_247,EN_26_25590_15)
اشغالگر		(I_Person, EN_26_25590_15)	O	O	O	O	O	(I_Source,EV_26_5898_247,EN_26_25590_15)
در		O	O	O	O	O	O	
قدس		(B_Location, EN_26_25592_14)	O	O	O	O	O	(B_Place,EV_26_5898_247,EN_26_25592_14)
</s>	end	O	O	O	O	O	O	O
								
								
<s id="3904">	begin	O	O	O	O	O	O	O
در		O	O	O	O	O	O	
تبعید		O	O	O	O	O	O	
گاه		O	O	O	O	O	O	
لیگ		(B_Organization, EN_26_25706_12)	O	O	O	O	O	
یک		(I_Organization, EN_26_25706_12)	O	O	O	O	O	
کاظمی		(B_Person, EN_26_25708_15)	O	O	O	O	O	
-		O	O	O	O	O	O	
وینکو		(B_Person, EN_26_25709_15)	O	O	O	O	O	
؛		O	O	O	O	O	O	
تلاقی		O	O	O	O	O	O	
خاطرات		O	O	O	O	O	O	
،		O	O	O	O	O	O	
جنگ		O	O	O	O	O	O	
20		O	O	O	O	O	O	
ساله		O	O	O	O	O	O	
!		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4061">	begin	O	O	O	O	O	O	O
نماینده		(B_Person, EN_26_25631_15)	O	O	O	O	O	
اصلاح‌طلب		(I_Person, EN_26_25631_15)	O	O	O	O	O	
مجلس		(I_Person, EN_26_25631_15)	O	O	O	O	O	
:		O	O	O	O	O	O	
اقدامات		O	O	O	O	O	O	
دولت		(B_Organization, EN_26_25634_12)	O	O	O	O	O	
نیجریه		(I_Organization, EN_26_25634_12)	O	O	O	O	O	
برخلاف		O	O	O	O	O	O	
تمام		O	O	O	O	O	O	
موازین		O	O	O	O	O	O	
بین‌المللی		O	O	O	O	O	O	
و		O	O	O	O	O	O	
انسانی		O	O	O	O	O	O	
است		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4062">	begin	O	O	O	O	O	O	O
نوع‌دوستی		O	O	O	O	O	O	
اصفهانی‌ها		(B_Person, EN_26_25639_15)	O	O	O	O	O	(B_Source,EV_26_5924_190,EN_26_25639_15)
در		O	O	O	O	O	O	
آزادی		O	O	O	O	O	O	
زندانیان		(B_Person, EN_26_25695_15)	O	O	O	O	O	(B_Target,EV_26_5924_190,EN_26_25695_15)
آزادی		O	(B_Prisoner Release, EV_26_5924_190)	Asserted	Past	Positive	EV_26_5924_190	
زندان		O	(I_Prisoner Release, EV_26_5924_190)	O	O	O	EV_26_5924_190	
محکوم		O	O	O	O	O	O	
مالی		O	O	O	O	O	O	
از		O	O	O	O	O	O	
زندان		(B_Location, EN_26_25698_14)	O	O	O	O	O	
مرکزی		(I_Location, EN_26_25698_14)	O	O	O	O	O	
اصفهان		(I_Location, EN_26_25698_14)	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4064">	begin	O	O	O	O	O	O	O
نوید		(B_Person, EN_26_25643_15)	O	O	O	O	O	
محمدزاده		(I_Person, EN_26_25643_15)	O	O	O	O	O	
و		O	O	O	O	O	O	
معادی		(B_Person, EN_26_25645_15)	O	O	O	O	O	
در		O	O	O	O	O	O	
تعقیب		O	O	O	O	O	O	
مدیری		(B_Person, EN_26_25647_15)	O	O	O	O	O	
و		O	O	O	O	O	O	
گلزار		(B_Person, EN_26_25648_15)	O	O	O	O	O	
در		O	O	O	O	O	O	
فروش		O	O	O	O	O	O	
نوروزی		O	O	O	O	O	O	
سینما		(B_Organization, EN_26_25649_12)	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4066">	begin	O	O	O	O	O	O	O
نیروهای		(B_Person, EN_26_25654_15)	O	O	O	O	O	(B_Source,EV_26_5916_164,EN_26_25654_15)
امنیتی		(I_Person, EN_26_25654_15)	O	O	O	O	O	(I_Source,EV_26_5916_164,EN_26_25654_15)
مصر		(I_Person, EN_26_25654_15)	O	O	O	O	O	(I_Source,EV_26_5916_164,EN_26_25654_15)
با		O	O	O	O	O	O	
حمله		O	(B_Attack, EV_26_5916_164)	Asserted	Past	Positive	EV_26_5916_164	
به		O	O	O	O	O	O	
زادگاه		(B_Location, EN_26_25657_14)	O	O	O	O	O	(B_Target,EV_26_5916_164,EN_26_25657_14)
مرسی		(I_Location, EN_26_25657_14)	O	O	O	O	O	(I_Target,EV_26_5916_164,EN_26_25657_14)
،		O	O	O	O	O	O	
ده‌ها		(B_Person, EN_26_25665_15)	O	O	O	O	O	(B_Target,EV_26_5914_184,EN_26_25665_15)
نفر		(I_Person, EN_26_25665_15)	O	O	O	O	O	(I_Target,EV_26_5914_184,EN_26_25665_15)
را		O	O	O	O	O	O	
بازداشت		O	(B_Arrest, EV_26_5914_184)	Asserted	Past	Positive	EV_26_5914_184	
کردند		O	(I_Arrest, EV_26_5914_184)	O	O	O	EV_26_5914_184	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4068">	begin	O	O	O	O	O	O	O
هشدار		O	O	O	O	O	O	
درباره		O	O	O	O	O	O	
قحطی		O	O	O	O	O	O	
؛		O	O	O	O	O	O	
عدم		O	O	O	O	O	O	
کنترل		O	O	O	O	O	O	
ملخ‌های		(B_Animal, EN_26_25667_16)	O	O	O	O	O	(B_Source,EV_26_5917_236,EN_26_25667_16)
صحرایی		(I_Animal, EN_26_25667_16)	O	O	O	O	O	(I_Source,EV_26_5917_236,EN_26_25667_16)
،		O	O	O	O	O	O	
امنیت		O	O	O	O	O	O	
غذایی		O	O	O	O	O	O	
ایران		(B_Geo-Political Entity, EN_26_25669_13)	O	O	O	O	O	(B_Target,EV_26_5917_236,EN_26_25669_13)
را		O	O	O	O	O	O	
تهدید		O	(B_Threat, EV_26_5917_236)	Asserted	Now	Positive	EV_26_5917_236	
می‌کند		O	(I_Threat, EV_26_5917_236)	O	O	O	EV_26_5917_236	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4069">	begin	O	O	O	O	O	O	O
هشدار		O	(B_Threat, EV_26_5922_236)	Asserted	Past	Positive	EV_26_5922_236	
وزیر		(B_Person, EN_26_25675_15)	O	O	O	O	O	(B_Source,EV_26_5922_236,EN_26_25675_15)
بهداشت		(I_Person, EN_26_25675_15)	O	O	O	O	O	(I_Source,EV_26_5922_236,EN_26_25675_15)
فلسطین		(I_Person, EN_26_25675_15)	O	O	O	O	O	(I_Source,EV_26_5922_236,EN_26_25675_15)
نسبت		O	O	O	O	O	O	
به		O	O	O	O	O	O	
پیامدهای		O	O	O	O	O	O	
قطع		O	(B_Resource Shortages, EV_26_5920_162)	Asserted	Past	Positive	EV_26_5920_162	
برق		O	(I_Resource Shortages, EV_26_5920_162)	O	O	O	EV_26_5920_162	
از		O	O	O	O	O	O	
سوی		O	O	O	O	O	O	
رژیم		(B_Organization, EN_26_25678_12)	O	O	O	O	O	(B_Participant,EV_26_5920_162,EN_26_25678_12)
صهیونیستی		(I_Organization, EN_26_25678_12)	O	O	O	O	O	(I_Participant,EV_26_5920_162,EN_26_25678_12)
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4071">	begin	O	O	O	O	O	O	O
هفته		(B_Time, EN_26_25680_18)	O	O	O	O	O	
نهم		(I_Time, EN_26_25680_18)	O	O	O	O	O	
لیگ		(B_Organization, EN_26_25682_12)	O	O	O	O	O	
برتر		(I_Organization, EN_26_25682_12)	O	O	O	O	O	
روسیه		(I_Organization, EN_26_25682_12)	O	O	O	O	O	
؛		O	O	O	O	O	O	
پیروزی		O	O	O	O	O	O	
زنیت		(B_Person, EN_26_25687_15)	O	O	O	O	O	
در		O	O	O	O	O	O	
شب		O	O	O	O	O	O	
پنالتی		O	O	O	O	O	O	
خراب		O	O	O	O	O	O	
کردن		O	O	O	O	O	O	
آزمون		(B_Person, EN_26_25686_15)	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4072">	begin	O	O	O	O	O	O	O
همسایگان		(B_Person, EN_26_26048_15)	O	O	O	O	O	(B_Source,EV_26_5927_241,EN_26_26048_15)
افغانستان		(I_Person, EN_26_26048_15)	O	O	O	O	O	(I_Source,EV_26_5927_241,EN_26_26048_15)
امکان		O	O	O	O	O	O	
مداخله		O	(B_Interference, EV_26_5927_241)	Asserted	Past	Positive	EV_26_5927_241	
کشورهای		(B_Geo-Political Entity, EN_26_25703_13)	O	O	O	O	O	(B_Target,EV_26_5927_241,EN_26_25703_13)
فرامنطقه‌ای		(I_Geo-Political Entity, EN_26_25703_13)	O	O	O	O	O	(I_Target,EV_26_5927_241,EN_26_25703_13)
در		O	O	O	O	O	O	
بحران		O	O	O	O	O	O	
این		(B_Location, EN_26_29524_14)	O	O	O	O	O	(B_Place,EV_26_5927_241,EN_26_29524_14)
کشور		(I_Location, EN_26_29524_14)	O	O	O	O	O	(I_Place,EV_26_5927_241,EN_26_29524_14)
را		O	O	O	O	O	O	
محدود		O	O	O	O	O	O	
کنند		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4073">	begin	O	O	O	O	O	O	O
واکنش		O	O	O	O	O	O	
دمشق		(B_Geo-Political Entity, EN_26_25716_13)	O	O	O	O	O	
به		O	O	O	O	O	O	
اجلاس		(B_Organization, EN_26_25717_12)	O	O	O	O	O	
مکه		(I_Organization, EN_26_25717_12)	O	O	O	O	O	
:		O	O	O	O	O	O	
بیانیه		O	O	O	O	O	O	
مکه		(B_Geo-Political Entity, EN_26_25719_13)	O	O	O	O	O	
«		O	O	O	O	O	O	
عین		O	O	O	O	O	O	
دخالت		O	O	O	O	O	O	
»		O	O	O	O	O	O	
در		O	O	O	O	O	O	
امور		O	O	O	O	O	O	
سوریه		(B_Geo-Political Entity, EN_26_25720_13)	O	O	O	O	O	
است		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4078">	begin	O	O	O	O	O	O	O
وزیر		(B_Person, EN_26_25732_15)	O	O	O	O	O	
جهاد		(I_Person, EN_26_25732_15)	O	O	O	O	O	
کشاورزی		(I_Person, EN_26_25732_15)	O	O	O	O	O	
مطرح		O	O	O	O	O	O	
کرد		O	O	O	O	O	O	
:		O	O	O	O	O	O	
افزایش		O	(B_Production Rise, EV_26_5930_219)	Asserted	Past	Positive	EV_26_5930_219	
تولیدات		O	(I_Production Rise, EV_26_5930_219)	O	O	O	EV_26_5930_219	
کشاورزی		O	(I_Production Rise, EV_26_5930_219)	O	O	O	EV_26_5930_219	
با		O	O	O	O	O	O	
توجه		O	O	O	O	O	O	
به		O	O	O	O	O	O	
بارش‌های		(B_Facility, EN_26_25745_17)	O	O	O	O	O	(B_Participant,EV_26_5930_219,EN_26_25745_17)
اخیر		(I_Facility, EN_26_25745_17)	O	O	O	O	O	(I_Participant,EV_26_5930_219,EN_26_25745_17)
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4081">	begin	O	O	O	O	O	O	O
وزیر		(B_Person, EN_26_25747_15)	O	O	O	O	O	
صهیونیست		(I_Person, EN_26_25747_15)	O	O	O	O	O	
:		O	O	O	O	O	O	
تهدید		O	(B_Threat, EV_26_5934_236)	Asserted	Now	Positive	EV_26_5934_236	
ایران		(B_Geo-Political Entity, EN_26_25750_13)	O	O	O	O	O	(B_Source,EV_26_5934_236,EN_26_25750_13)
مدام		O	O	O	O	O	O	
بیشتر		O	O	O	O	O	O	
می‌شود		O	O	O	O	O	O	
و		O	O	O	O	O	O	
ما		O	O	O	O	O	O	
هنوز		O	O	O	O	O	O	
درگیر		O	O	O	O	O	O	
تشکیل		O	O	O	O	O	O	
کابینه‌ایم		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4084">	begin	O	O	O	O	O	O	O
یادآوری		O	O	O	O	O	O	
نشریه		(B_Organization, EN_26_25758_12)	O	O	O	O	O	
آمریکایی		(I_Organization, EN_26_25758_12)	O	O	O	O	O	
از		O	O	O	O	O	O	
پیروزی		O	O	O	O	O	O	
ایران		(B_Geo-Political Entity, EN_26_25760_13)	O	O	O	O	O	(B_Source,EV_26_5937_164,EN_26_25760_13)
بر		O	O	O	O	O	O	
آمریکا		(B_Geo-Political Entity, EN_26_25761_13)	O	O	O	O	O	(B_Source,EV_26_5937_164,EN_26_25761_13)
در		O	O	O	O	O	O	
یک		O	O	O	O	O	O	
جنگ		O	(B_Attack, EV_26_5937_164)	Asserted	Past	Positive	EV_26_5937_164	
شبیه‌سازی		O	O	O	O	O	O	
شده		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4086">	begin	O	O	O	O	O	O	O
یک		O	O	O	O	O	O	
ریال		O	O	O	O	O	O	
اعتبار		O	O	O	O	O	O	
به		O	O	O	O	O	O	
بناهای		(B_Location, EN_26_25762_14)	O	O	O	O	O	
تاریخی		(I_Location, EN_26_25762_14)	O	O	O	O	O	
آسیب‌دیده		(I_Location, EN_26_25762_14)	O	O	O	O	O	
از		O	O	O	O	O	O	
سیل		O	(B_Flood, EV_26_5938_152)	Asserted	Past	Positive	EV_26_5938_152	
لرستان		(B_Location, EN_26_25765_14)	O	O	O	O	O	(B_Place,EV_26_5938_152,EN_26_25765_14)
اختصاص		O	O	O	O	O	O	
نیافته		O	O	O	O	O	O	
است		O	O	O	O	O	O	
